41 40
1 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00
3 0.00000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
205 0.00000000000000e+00 9.75000000000000e-01 0.00000000000000e+00
206 0.00000000000000e+00 9.50000000000000e-01 0.00000000000000e+00
207 0.00000000000000e+00 9.25000000000000e-01 0.00000000000000e+00
208 0.00000000000000e+00 9.00000000000000e-01 0.00000000000000e+00
209 0.00000000000000e+00 8.75000000000000e-01 0.00000000000000e+00
210 0.00000000000000e+00 8.50000000000000e-01 0.00000000000000e+00
211 0.00000000000000e+00 8.25000000000000e-01 0.00000000000000e+00
212 0.00000000000000e+00 8.00000000000000e-01 0.00000000000000e+00
213 0.00000000000000e+00 7.75000000000000e-01 0.00000000000000e+00
214 0.00000000000000e+00 7.50000000000000e-01 0.00000000000000e+00
215 0.00000000000000e+00 7.25000000000000e-01 0.00000000000000e+00
216 0.00000000000000e+00 7.00000000000000e-01 0.00000000000000e+00
217 0.00000000000000e+00 6.75000000000000e-01 0.00000000000000e+00
218 0.00000000000000e+00 6.50000000000000e-01 0.00000000000000e+00
219 0.00000000000000e+00 6.25000000000000e-01 0.00000000000000e+00
220 0.00000000000000e+00 6.00000000000000e-01 0.00000000000000e+00
221 0.00000000000000e+00 5.75000000000000e-01 0.00000000000000e+00
222 0.00000000000000e+00 5.50000000000000e-01 0.00000000000000e+00
223 0.00000000000000e+00 5.25000000000000e-01 0.00000000000000e+00
224 0.00000000000000e+00 5.00000000000000e-01 0.00000000000000e+00
225 0.00000000000000e+00 4.75000000000000e-01 0.00000000000000e+00
226 0.00000000000000e+00 4.50000000000000e-01 0.00000000000000e+00
227 0.00000000000000e+00 4.25000000000000e-01 0.00000000000000e+00
228 0.00000000000000e+00 4.00000000000000e-01 0.00000000000000e+00
229 0.00000000000000e+00 3.75000000000000e-01 0.00000000000000e+00
230 0.00000000000000e+00 3.50000000000000e-01 0.00000000000000e+00
231 0.00000000000000e+00 3.25000000000000e-01 0.00000000000000e+00
232 0.00000000000000e+00 3.00000000000000e-01 0.00000000000000e+00
233 0.00000000000000e+00 2.75000000000000e-01 0.00000000000000e+00
234 0.00000000000000e+00 2.50000000000000e-01 0.00000000000000e+00
235 0.00000000000000e+00 2.25000000000000e-01 0.00000000000000e+00
236 0.00000000000000e+00 2.00000000000000e-01 0.00000000000000e+00
237 0.00000000000000e+00 1.75000000000000e-01 0.00000000000000e+00
238 0.00000000000000e+00 1.50000000000000e-01 0.00000000000000e+00
239 0.00000000000000e+00 1.25000000000000e-01 0.00000000000000e+00
240 0.00000000000000e+00 9.99999999999995e-02 0.00000000000000e+00
241 0.00000000000000e+00 7.49999999999995e-02 0.00000000000000e+00
242 0.00000000000000e+00 4.99999999999995e-02 0.00000000000000e+00
243 0.00000000000000e+00 2.49999999999995e-02 0.00000000000000e+00
201 102 3 205 
202 102 205 206 
203 102 206 207 
204 102 207 208 
205 102 208 209 
206 102 209 210 
207 102 210 211 
208 102 211 212 
209 102 212 213 
210 102 213 214 
211 102 214 215 
212 102 215 216 
213 102 216 217 
214 102 217 218 
215 102 218 219 
216 102 219 220 
217 102 220 221 
218 102 221 222 
219 102 222 223 
220 102 223 224 
221 102 224 225 
222 102 225 226 
223 102 226 227 
224 102 227 228 
225 102 228 229 
226 102 229 230 
227 102 230 231 
228 102 231 232 
229 102 232 233 
230 102 233 234 
231 102 234 235 
232 102 235 236 
233 102 236 237 
234 102 237 238 
235 102 238 239 
236 102 239 240 
237 102 240 241 
238 102 241 242 
239 102 242 243 
240 102 243 1 
