41 40
4 2.00000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
5 1.05000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
165 2.00000000000000e+00 9.75000000000001e-01 0.00000000000000e+00
166 1.97500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
167 1.95000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
168 1.92500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
169 1.90000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
170 1.87500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
171 1.85000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
172 1.82500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
173 1.80000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
174 1.77500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
175 1.75000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
176 1.72500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
177 1.70000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
178 1.67500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
179 1.65000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
180 1.62500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
181 1.60000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
182 1.57500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
183 1.55000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
184 1.52500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
185 1.50000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
186 1.47500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
187 1.45000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
188 1.42500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
189 1.40000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
190 1.37500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
191 1.35000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
192 1.32500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
193 1.30000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
194 1.27500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
195 1.25000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
196 1.22500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
197 1.20000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
198 1.17500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
199 1.15000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
200 1.12500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
201 1.10000000000000e+00 1.00000000000000e+00 0.00000000000000e+00
202 1.07500000000000e+00 1.00000000000000e+00 0.00000000000000e+00
203 1.05000000000000e+00 9.75000000000000e-01 0.00000000000000e+00
160 102 165 4 
161 102 4 166 
162 102 166 167 
163 102 167 168 
164 102 168 169 
165 102 169 170 
166 102 170 171 
167 102 171 172 
168 102 172 173 
169 102 173 174 
170 102 174 175 
171 102 175 176 
172 102 176 177 
173 102 177 178 
174 102 178 179 
175 102 179 180 
176 102 180 181 
177 102 181 182 
178 102 182 183 
179 102 183 184 
180 102 184 185 
181 102 185 186 
182 102 186 187 
183 102 187 188 
184 102 188 189 
185 102 189 190 
186 102 190 191 
187 102 191 192 
188 102 192 193 
189 102 193 194 
190 102 194 195 
191 102 195 196 
192 102 196 197 
193 102 197 198 
194 102 198 199 
195 102 199 200 
196 102 200 201 
197 102 201 202 
198 102 202 5 
199 102 5 203 
